28902	414	23	NULL		4	NULL	7	2	1	NULL	1	0	
28902	794	3916	NULL	Mill Article #	2	NULL	7	2	2	NULL	1	0	
28902	417	3127	NULL	Print/Solid	1	3462	0	2	3	NULL	1	0	
28902	424	3128	NULL	Status	1	3461	0	3	1	NULL	1	0	
28902	420	103	NULL	COO	1	59	0	3	2	NULL	1	0	
28902	421	3708	NULL	Item Type	1	123	0	3	3	NULL	1	1	3
30206	835	22	NULL	Artwork #	2	NULL	7	1	1	NULL	1	0	
30206	576	5295	NULL	Artwork Status	1	3699	0	1	2	NULL	1	0	
30206	575	5291	NULL	Print #	2	NULL	0	1	3	NULL	0	0	
30206	836	23	NULL	Description	2	NULL	7	2	1	NULL	1	0	
30206	578	6677	NULL	Item Type	1	123	0	2	2	NULL	1	1	32
30206	577	2	NULL	Sub Classification	1	4	0	2	3	NULL	0	0	
30207	579	22	NULL	Color Palette Name	2	NULL	7	1	1	NULL	1	0	
30207	584	3	NULL	Selling-Period	1	8	0	1	2	NULL	1	0	
30207	590	6739	NULL	Product Class	1	1	0	1	3	NULL	1	0	NULL
30207	591	6740	NULL	Item Type	1	123	0	1	4	NULL	1	1	33
30213	624	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30213	628	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30213	630	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30213	635	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30213	625	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30213	627	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30213	629	4	NULL	Collection	1	6	13	2	3	NULL	1	0	123
30213	631	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30213	633	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30213	637	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30213	632	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30213	636	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	7
30214	638	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30214	642	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30214	644	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30214	649	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30214	639	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30214	641	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30214	643	4	NULL	Collection	1	6	13	2	3	NULL	1	0	123
30214	645	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30214	647	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30214	651	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30214	646	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30214	650	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	13
30215	652	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30215	654	186	NULL	Division	1	5	0	1	2	NULL	1	0	
30215	656	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30215	658	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30215	663	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30215	653	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30215	655	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30215	657	4	NULL	Collection	1	6	0	2	3	NULL	1	0	NULL
30215	659	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30215	661	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30215	665	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30215	662	56	NULL	Vendor	1	42	0	3	3	NULL	1	0	
30215	660	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30215	664	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	15
30216	666	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30216	668	186	NULL	Division	1	5	0	1	2	NULL	1	0	
30216	670	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30216	672	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30216	677	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30216	667	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30216	669	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30216	671	4	NULL	Collection	1	6	0	2	3	NULL	1	0	
30216	673	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30216	675	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30216	679	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30216	676	56	NULL	Vendor	1	42	0	3	3	NULL	1	0	
30216	674	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30216	678	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	12
